text,sentiment,label
"Car mein new sound system lagwaya, awesome!",Happy,0
Bank ne loan approve nahi kiya.,Sad,1
Ye cab driver ne round ghumaya extra fare ke liye!,Angry,2
"Gym gaya, wapas aaya.",Neutral,3
"Bachche ne first prize jeeta, proud feel ho raha!",Happy,0
Roz ki tarah late night work karna pada.,Sad,1
Ye printer kabhi theek se kaam nahi karta!,Angry,2
Ghar pe sab normal hai.,Neutral,3
"Foreign trip ka plan ban gaya, excited!",Happy,0
Roz ki tarah train late hai.,Sad,1
Ye shopkeeper ne fake product bech diya!,Angry,2
Daily routine follow kiya.,Neutral,3
Text,Sentiment,Label
Yaar ye weekend bohot awesome gaya!,Happy,0
"Pura din bed par pada raha, life boring lagne laga",Sad,1
Saala ye printer phras stuck ho gaya!,Angry,2
Aaj koi special baat nahi hui,Neutral,3
"New job join kiya, bahut excited hoon!",Happy,0
Best friend ne birthday wish nahi kiya,Sad,1
Delivery boy ne parcel fek ke chala gaya!,Angry,2
Subah se barish ho rahi hai,Neutral,3
"Trip ka plan final ho gaya, can't wait!",Happy,0
"Roz office jana padta hai, bore ho gaya",Sad,1
"Ye mobile hang hota rehta hai, chutiya company",Angry,2
"Normal din tha, kuch khaas nahi",Neutral,3
"Interview clear kar liya, wah!",Happy,0
Girlfriend ne breakup kar diya,Sad,1
Rickshaw wala ne 50 rupaye extra maanga,Angry,2
Ghar pe sab thik thaak chal raha hai,Neutral,3
"Salary increment mila, party dunga!",Happy,0
"Pet dog mar gaya, bahut roya",Sad,1
"Train cancel ho gayi, platform pe 3 ghante wait",Angry,2
Roz ki tarah gym gaya,Neutral,3
Bhaiya ne surprise gift diya!,Happy,0
Loan application reject ho gaya,Sad,1
Saala ye AC repair wala time pe nahi aaya,Angry,2
Market se samaan le aaya,Neutral,3
"First prize jeeta, family proud hai",Happy,0
"Phone ka screen toot gaya, puri gallery gayi",Sad,1
Restaurant ka khana bahut bekaar tha,Angry,2
Park mein thoda walk kiya,Neutral,3
Foreign trip ka visa approve ho gaya!,Happy,0
Roz ki tarah traffic jam mein fas gaya,Sad,1
Ye customer care executive baat hi nahi sunta,Angry,2
Office ka regular work kiya,Neutral,3
"Car mein new music system lagwaya, mast!",Happy,0
Boss ne unfairly daant diya,Sad,1
Ye plumber 4 ghante late aaya,Angry,2
"Ghar ka khana khaya, aaram kiya",Neutral,3
Band ne concert mein awesome performance diya,Happy,0
Project deadline miss ho gaya,Sad,1
Saala ye internet connection kabhi stable nahi rehta,Angry,2
Roz ki tarah newspaper padha,Neutral,3
Wah! Kya movie thi yaar,Happy,0
Parents se jhagda ho gaya,Sad,1
Ye cab driver ne pura city ghumaya,Angry,2
Evening walk pe gaya tha,Neutral,3
"New business idea mila, excited hoon",Happy,0
Roz subah 5 baje uthna padta hai,Sad,1
Saala ye laptop charger phras kharab ho jata hai,Angry,2
Normal shopping ki,Neutral,3
"Team ne tournament jeeta, awesome!",Happy,0
GF ne ignore karna shuru kar diya,Sad,1
Ye hotel ka service bahut slow hai,Angry,2
Ghar pe TV dekha,Neutral,3
"Promotion mil gaya, party doonga!",Happy,0
Roz ki tarah train late hai,Sad,1
Saala ye mechanic ne aur damage kar diya,Angry,2
Daily routine follow kiya,Neutral,3
"New phone aaya, bahut khush hoon",Happy,0
"Cat missing ho gayi, dhoondhte dhoondhte thak gaya",Sad,1
Ye restaurant ne order hi galat bhej diya,Angry,2
Local market se fruits khareede,Neutral,3
Bachche ne school competition jeeta,Happy,0
Roz ki tarah overtime karna pada,Sad,1
Saala ye electrician kaam adhura chhod gaya,Angry,2
Ghar ka regular kaam kiya,Neutral,3
"First car khareedi, family happy hai",Happy,0
"Flight cancel ho gayi, pura plan kharaab",Sad,1
Ye delivery boy ne address hi galat daal diya,Angry,2
Park mein friends ke saath baitha,Neutral,3
"Startup funding mil gayi, wah!",Happy,0
Roz gaadi ka puncture ho jata hai,Sad,1
Saala ye carpenter time pe nahi aaya,Angry,2
Evening tea peeke aaya,Neutral,3
"New house mila, bahut khushi hui",Happy,0
"Dog bimar ho gaya, vet ke paas le jaana pada",Sad,1
Ye plumber ne paani ka leakage aur badha diya,Angry,2
Roz ki tarah office gaya,Neutral,3
"Book publish ho gayi, proud feel ho raha",Happy,0
Roz ki tarah traffic jam mein phas gaya,Sad,1
Saala ye painter kaam adhura chhod gaya,Angry,2
Ghar pe normal din tha,Neutral,3
"New bike aayi, bahut maza aa raha",Happy,0
Phone ka data loss ho gaya,Sad,1
Ye mechanic ne aur problem create kar diya,Angry,2
Local market se vegetables khareede,Neutral,3
College festival awesome tha!,Happy,0
Roz ki tarah late night work karna pada,Sad,1
Saala ye AC repair wala paise zyada maang raha,Angry,2
"Gym gaya, workout kiya",Neutral,3
"New job offer mila, life set!",Happy,0
Project client ne reject kar diya,Sad,1
Ye carpenter ne furniture galat banaya,Angry,2
Roz ki tarah walk pe gaya,Neutral,3
"First salary mili, parents ko gift diya",Happy,0
Roz ki tarah train miss ho gayi,Sad,1
Saala ye tailor suit time pe deliver nahi kiya,Angry,2
"New business partnership mila, excited!",Happy,0
"Pet cat mar gayi, bahut roya",Sad,1
Ye electrician wiring galat kar gaya,Angry,2
Morning walk pe gaya,Neutral,3
Startup ka first profit hua!,Happy,0
Roz ki tarah office politics face karna pada,Sad,1
Saala ye plumber phone hi nahi uthata,Angry,2
"New guitar mila, bahut khush hoon",Happy,0
"Laptop crash ho gaya, saara data gaya",Sad,1
Ye delivery boy ne parcel fek ke chala gaya,Angry,2
Park mein thoda relax kiya,Neutral,3
First novel complete kar li!,Happy,0
Roz ki tarah power cut ho gaya,Sad,1
Saala ye mechanic ne aur problem create kar diya,Angry,2
"New investment ka return mila, wah!",Happy,0
Yaar aaj ka match dekhke dil khush ho gaya!,Happy,0
Roz ki tarah boss ne daant diya,Sad,1
Saala ye internet 2 din se nahi chal raha!,Angry,2
Subah ka newspaper padha,Neutral,3
New business idea ka prototype ban gaya!,Happy,0
Cat ne puri sofa scratch kar di,Sad,1
Ye mechanic ne car ka problem double kar diya,Angry,2
First YouTube video viral ho gayi!,Happy,0
Roz ki tarah metro miss ho gayi,Sad,1
New startup ka funding round complete hua!,Happy,0
Dog ne puri furniture chew kar di,Sad,1
Bhaiya ne surprise party di!,Happy,0
New guitar seekhna start kiya!,Happy,0
Laptop ka hard drive crash ho gaya,Sad,1
First novel ka manuscript complete hua!,Happy,0
New investment ka return mila!,Happy,0
"New recipe try kiya, bahut accha bana!",Happy,0
Phone ka screen crack ho gaya,Sad,1
College fest ka performance awesome tha!,Happy,0
Ghar ka normal din tha,Neutral,3
New bike ka first ride maza aaya!,Happy,0
First salary se parents ko gift diya!,Happy,0
Ghar pe normal routine chal raha hai,Neutral,3
New car ka first long drive awesome tha!,Happy,0
Startup ka first client mil gaya!,Happy,0
Saala ye plumber paani ka leakage aur badha diya,Angry,2
New house ka shifting complete hua!,Happy,0
Book ka publishing deal sign hua!,Happy,0
Saala ye painter time pe nahi aaya,Angry,2
"New phone ka camera test kiya, awesome hai!",Happy,0
Ye restaurant ka khana bahut bekaar tha,Angry,2
Local market se groceries khareede,Neutral,3
College ka annual fest bohot mast tha!,Happy,0
New job ka first day awesome gaya!,Happy,0
Ye carpenter ne almirah galat banayi,Angry,2
First salary se family ko treat diya!,Happy,0
Saala ye tailor suit fit hi nahi kiya,Angry,2
New business partner mil gaya!,Happy,0
"Aaj bahut khush hoon, life amazing hai!",Happy,0
Pura din barbaad ho gaya yaar,Sad,1
"Saala, ye phone abhi hang hua!",Angry,2
"Chai thandi hai, par chalega",Neutral,3
"Result acha aaya, party karenge!",Happy,0
Dil tut gaya uski baat sunke,Sad,1
"BC, delivery boy ne order late kiya!",Angry,2
Aaj kuch khaas nahi hua,Neutral,3
Maza aa gaya concert mein!,Happy,0
"Job nahi mili, depressed lag raha",Sad,1
"Ghar ka wifi slow hai, chull mach rahi!",Angry,2
Roz ka same routine hai,Neutral,3
"Best gift ever, love you yaar!",Happy,0
"Bhaiya ne ignore kar dia, bura laga",Sad,1
Customer care ne call nahi uthaya!,Angry,2
Aaj thoda busy tha,Neutral,3
"Date pe gaya tha, bohot fun tha!",Happy,0
"Dost ne doka de dia, dil dukha",Sad,1
Auto wala bina bat ke charge kiya!,Angry,2
Khaana theek thaak tha,Neutral,3
"Promotion mila, party banti hai!",Happy,0
"Bhai door chala gaya, lonely feel ho raha",Sad,1
"Traffic mein 3 ghante fass gaye, gussa aa raha!",Angry,2
Kal ka plan cancel ho gaya,Neutral,3
Bachpan ka dost bhool gaya mujhe,Sad,1
"Restaurant ka bill galat aaya, cheating hai!",Angry,2
"Movie dekh li, kuch khaas nahi tha",Neutral,3
"GF ne surprise diya, dil garden garden ho gaya!",Happy,0
"Pet dard kar raha hai, bura lag raha",Sad,1
"Ola Uber dono cancel kar rahe, bekaar service!",Angry,2
Subah se kuch productive nahi kiya,Neutral,3
"Trip ka plan final hua, excited hoon!",Happy,0
"Usne block kar dia, dil pe lagi",Sad,1
"Office AC nahi chal raha, garmi se pareshaan!",Angry,2
Roz ki tarah din guzra,Neutral,3
"Interview clear ho gaya, celebration time!",Happy,0
"Parents se ladai ho gayi, upset hoon",Sad,1
"Train late hai, platform pe intezaar kar raha!",Angry,2
Khana thoda bland tha,Neutral,3
"Bachcha healthy hua, tension khatam!",Happy,0
Friend ne birthday wish nahi kiya,Sad,1
"Saaman damage hoke aaya, paise waste!",Angry,2
Ghar pe sab normal hai,Neutral,3
"Pic Instagram pe viral hui, bahut likes aaye!",Happy,0
"Kutta mar gaya, bahut dukh hua",Sad,1
"Neend puri nahi hui, mood kharab hai",Angry,2
Meeting cancel ho gayi,Neutral,3
"Salary increment hui, khushi nahi samayegi!",Happy,0
Crush ne reply nahi diya,Sad,1
"Amazon se wrong product aaya, time waste hua!",Angry,2
"Gym gaya tha, par kuch farak nahi pada",Neutral,3
"Diwali pe sabse milne gaya, masti hui!",Happy,0
Bhai ke saath ladai ho gayi,Sad,1
"Pani ka tank leak ho raha, pareshaan kar dia!",Angry,2
"Khana ban gaya, par khaane ka mann nahi tha",Neutral,3
Bohot mehnat ke baad project complete hua!,Happy,0
"Beemar hoon, kisi ne puchha tak nahi",Sad,1
"Call drop ho rahi hai, network bekaar!",Angry,2
TV pe kuch accha nahi chal raha,Neutral,3
"Team ne match jeeta, proud feel ho raha!",Happy,0
"Ma ne daant dia, bura laga",Sad,1
"Pizza cold aaya, complaint karna padega!",Angry,2
Kal ka plan abhi tak final nahi hua,Neutral,3
"Biryani banai, sabko pasand aayi!",Happy,0
"Usne ignore kiya, dil dukha",Sad,1
"Laptop hang ho raha, kaam ruka hua hai!",Angry,2
"Rainy day tha, ghar pe pada raha",Neutral,3
"First salary mili, family ko treat di!",Happy,0
Friend ne trust tod dia,Sad,1
"Electricity chali gayi, AC band ho gaya!",Angry,2
"Movie dekh li, time pass ho gaya",Neutral,3
Bohot saare likes mile post pe!,Happy,0
"Bike scratch ho gayi, pareshaan hoon",Sad,1
"Saaman late deliver hua, time waste hua!",Angry,2
Khana thoda salty tha,Neutral,3
"Bachche ne first step liya, emotional ho gaye!",Happy,0
Usne gift return kar dia,Sad,1
Auto wala overcharge kar raha tha!,Angry,2
"Beach pe ghoomne gaya, mast maza aaya!",Happy,0
"Phone chori ho gaya, bahut dukh hua",Sad,1
"Train ka ticket nahi mila, plan cancel!",Angry,2
Khana thoda overcooked tha,Neutral,3
"Game jeet gaya, squad khush hai!",Happy,0
Usne unfollow kar dia,Sad,1
"Hotel ka food stale tha, complaint karna padega!",Angry,2
Kal se thakaan lag rahi hai,Neutral,3
Bohot saare gifts mile birthday pe!,Happy,0
Pet ka problem ho gaya,Sad,1
Cab driver ne galat route pakda!,Angry,2
Ghar pe sab shant hai,Neutral,3
"Project approve ho gaya, relief mila!",Happy,0
Bhai ne gift bhool gaya,Sad,1
"Room service late aaya, pareshaan ho gaya!",Angry,2
"Bohot saare memes bheje dost ne, has has ke pet dard ho gaya!",Happy,0
Usne promise tod dia,Sad,1
"Parking nahi mili, ghoom ghoom ke thak gaya!",Angry,2
Khana thoda spicy tha,Neutral,3
"Bachche ka exam acha gaya, proud feel ho raha!",Happy,0
Usne birthday wish nahi kiya,Sad,1
"Flight delay ho gayi, 4 ghante wait karna pada!",Angry,2
Ghar pe kuch khaas nahi hua,Neutral,3
"New job pe join kiya, excited hoon!",Happy,0
Pet ka dard ho raha hai,Sad,1
Restaurant mein waiter ne order bhool gaya!,Angry,2
Bohot saare compliments mile!,Happy,0
Usne block kar dia,Sad,1
Amazon ka order miss ho gaya!,Angry,2
Khana thoda oily tha,Neutral,3
Bachche ne drawing competition jeeta!,Happy,0
Friend ne gift bhool gaya,Sad,1
Train mein AC nahi chal raha tha!,Angry,2
Kal ka din aam tha,Neutral,3
Bohot saare likes mile profile pic pe!,Happy,0
Bike puncture ho gayi,Sad,1
Hotel ne room change nahi kiya!,Angry,2
Khana thoda undercooked tha,Neutral,3
Bohot mehnat ka result aaya!,Happy,0
Usne ignore kar dia,Sad,1
Ola cab cancel kar dia last moment pe!,Angry,2
Roz ki tarah shopping gaya,Neutral,3
Bohot saare wishes mile anniversary pe!,Happy,0
Pet dukh raha hai,Sad,1
Restaurant ka bill galat aaya!,Angry,2
"Movie dekh li, time pass hua",Neutral,3
Bachche ne homework complete kar lia!,Happy,0
"Flight cancel ho gayi, pareshaan ho gaya!",Angry,2
Bohot saare messages aaye birthday pe!,Happy,0
